stimulus_id,stimulus_name,language,screen_id,global_sent_index,text
1,PopSci_MultiplEYE,pl,1,0,Projekt MultiplEYE
1,PopSci_MultiplEYE,pl,1,1,"Nazwa ""MultiplEYE"" to gra słów łącząca ""wielojęzyczność"" lub ""wiele języków"" z ""okiem"" od ""śledzenia ruchu gałek ocznych""."
1,PopSci_MultiplEYE,pl,1,2,MultiplEYE jest Akcją COST finansowaną przez Unię Europejską.
1,PopSci_MultiplEYE,pl,1,3,"Akcje COST to sieci badawcze wspierane przez Europejski Program Współpracy w Dziedzinie Badań Naukowo-Technicznych, w skrócie COST."
1,PopSci_MultiplEYE,pl,1,4,"Jako organizacja finansująca, COST wspiera naszą rozwijającą się sieć naukowców, zapewniając pomoc finansową na tworzenie sieci kontaktów w całej Europie i poza nią."
1,PopSci_MultiplEYE,pl,2,5,"Działania te to, na przykład, spotkania grup roboczych czy szkolenia, których celem jest dzielenie się umiejętnościami z młodszymi badaczami, oraz wizyty naukowo-badawcze."
1,PopSci_MultiplEYE,pl,2,6,"Nazwa projektu MultiplEYE, realizowanego w ramach Akcji COST, oznacza umożliwienie zbierania danych okulograficznych w wielu językach na potrzeby badań nad przetwarzaniem języka ludzkiego i maszynowego."
1,PopSci_MultiplEYE,pl,2,7,"Zatem, Akcja COST MultiplEYE ma na celu wsparcie interdyscyplinarnej sieci grup badawczych pracujących nad zbieraniem danych okulograficznych rejestrujących ruch gałek ocznych w trakcie czytania tekstów w różnych językach."
1,PopSci_MultiplEYE,pl,3,8,"Celem jest wsparcie utworzenia dużego wielojęzycznego korpusu danych okulograficznych oraz umożliwienie naukowcom zebrania danych badawczych dzięki wymianie wiedzy z różnych dziedzin nauki, np. językoznawstwa, psychologii, badań nad zaburzeniami mowy i języka czy informatyki."
1,PopSci_MultiplEYE,pl,3,9,"Dane te mogą być następnie wykorzystane do badań przetwarzania ludzkiego języka z perspektywy psycholingwistycznej, a także do udoskonalenia i oceny obliczeniowego przetwarzania języka na potrzeby uczenia maszynowego."
1,PopSci_MultiplEYE,pl,4,10,"Co to jest ""eye-tracking""?"
1,PopSci_MultiplEYE,pl,4,11,"Eye-tracking, inaczej śledzenie ruchu gałek ocznych, to proces pomiaru miejsca skupienia wzroku, czyli miejsca, na które patrzysz - oraz ruchów oczu między kolejnymi elementami tekstu lub obrazu."
1,PopSci_MultiplEYE,pl,4,12,Urządzenie używane do pomiaru pozycji i ruchu oczu nazywane jest okulografem.
